id,short_id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,distance_from_anchors,angle_from_anchors,similar_neighbors,updated_label
3614,32,images/kitchen/32_segmented_sun_afwxfrcfspghcjqq.jpg,"[[0, 37], [0, 79], [37, 78], [37, 40]]",cabinet door,0.342,"[[0, 142], [256, 142], [256, 256], [0, 256]]",above,1.135,42.0,37.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 3603, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'electronic kettle': 0.4806, 'sink': 0.5394}","{'electronic kettle': 17.36, 'sink': 17.74}",[],cabinet door
3615,1,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[89, 2], [97, 289], [305, 274], [304, 3]]",cabinet door,0.497,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",above,1.329,287.0,216.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 3616, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.4871, 'coffee machine': 0.3688, 'microwave': 0.4042, 'sink': 0.2491}","{'refrigerator': 21.81, 'coffee machine': 27.72, 'microwave': 23.22, 'sink': 71.86}",[],cabinet door
3616,2,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[313, 0], [310, 274], [449, 266], [450, 2]]",cabinet door,0.488,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",above,1.957,274.0,140.0,"{""above"": null, ""below"": null, ""left"": 3615, ""right"": 3634, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.3617, 'coffee machine': 0.2554, 'microwave': 0.2823, 'sink': 0.2502}","{'refrigerator': 30.95, 'coffee machine': 43.76, 'microwave': 35.63, 'sink': 104.93}",[],cabinet door
3617,3,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[674, 56], [668, 257], [726, 255], [733, 80]]",cabinet door,0.42,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",above,3.092,201.0,65.0,"{""above"": null, ""below"": null, ""left"": 3625, ""right"": 3624, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""microwave"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""coffee machine"", ""bottom_right"": ""refrigerator""}","{'refrigerator': 0.176, 'coffee machine': 0.1691, 'microwave': 0.1452, 'sink': 0.3842}","{'refrigerator': 69.92, 'coffee machine': 112.74, 'microwave': 98.07, 'sink': 144.87}",[],cabinet door
3618,4,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[665, 504], [560, 561], [561, 765], [663, 681]]",cabinet door,0.426,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",below,2.486,261.0,105.0,"{""above"": 3621, ""below"": null, ""left"": 3620, ""right"": null, ""top_left"": null, ""top_right"": 3626, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""coffee machine"", ""below"": null, ""left"": ""sink"", ""right"": null, ""top_left"": null, ""top_right"": ""refrigerator"", ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2369, 'coffee machine': 0.208, 'microwave': 0.2254, 'sink': 0.284}","{'refrigerator': 303.05, 'coffee machine': 270.94, 'microwave': 282.39, 'sink': 210.18}",[],cabinet door
3619,5,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[458, 0], [453, 266], [570, 264], [581, 21]]",cabinet door,0.418,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",above,2.078,266.0,128.0,"{""above"": null, ""below"": null, ""left"": 3634, ""right"": 3633, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""coffee machine""}","{'refrigerator': 0.2755, 'coffee machine': 0.1919, 'microwave': 0.2045, 'sink': 0.2941}","{'refrigerator': 41.98, 'coffee machine': 65.69, 'microwave': 52.7, 'sink': 125.29}",[],cabinet door
3620,6,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[555, 567], [435, 632], [440, 765], [558, 765]]",cabinet door,0.44,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",below,1.61,198.0,123.0,"{""above"": 3622, ""below"": null, ""left"": 3635, ""right"": 3618, ""top_left"": null, ""top_right"": 3621, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""sink"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.3259, 'coffee machine': 0.2674, 'microwave': 0.2969, 'sink': 0.2419}","{'refrigerator': 312.27, 'coffee machine': 290.46, 'microwave': 297.78, 'sink': 230.01}",[],cabinet door
3621,7,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[666, 453], [562, 500], [560, 553], [663, 498]]",drawer,0.399,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",below,0.943,100.0,106.0,"{""above"": null, ""below"": 3618, ""left"": 3622, ""right"": 3629, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 3626}","{""above"": ""coffee machine"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1628, 'coffee machine': 0.1089, 'microwave': 0.1303, 'sink': 0.2498}","{'refrigerator': 322.3, 'coffee machine': 271.58, 'microwave': 291.62, 'sink': 190.09}",[],drawer
3622,8,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[555, 507], [434, 558], [434, 621], [554, 557]]",drawer,0.417,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",below,0.942,114.0,121.0,"{""above"": null, ""below"": 3620, ""left"": null, ""right"": 3621, ""top_left"": null, ""top_right"": null, ""bottom_left"": 3623, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""sink"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2653, 'coffee machine': 0.1826, 'microwave': 0.2189, 'sink': 0.178}","{'refrigerator': 326.56, 'coffee machine': 301.56, 'microwave': 309.96, 'sink': 210.53}",[],drawer
3623,9,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[427, 569], [242, 645], [243, 722], [429, 627]]",drawer,0.435,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",below,0.818,153.0,187.0,"{""above"": null, ""below"": 3635, ""left"": 3627, ""right"": 3620, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""sink"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.4037, 'coffee machine': 0.3096, 'microwave': 0.3509, 'sink': 0.1557}","{'refrigerator': 328.87, 'coffee machine': 315.22, 'microwave': 318.99, 'sink': 259.23}",[],drawer
3624,10,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[736, 81], [734, 165], [788, 174], [794, 100]]",cabinet door,0.431,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",above,1.55,93.0,60.0,"{""above"": null, ""below"": null, ""left"": 3617, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1907, 'coffee machine': 0.2141, 'microwave': 0.1825, 'sink': 0.4388}","{'refrigerator': 86.57, 'coffee machine': 122.3, 'microwave': 112.36, 'sink': 145.89}",[],cabinet door
3625,11,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[585, 24], [581, 260], [661, 259], [669, 53]]",cabinet door,0.411,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",above,2.682,236.0,88.0,"{""above"": null, ""below"": null, ""left"": 3633, ""right"": 3617, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""microwave"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""refrigerator""}","{'refrigerator': 0.2126, 'coffee machine': 0.1662, 'microwave': 0.1588, 'sink': 0.344}","{'refrigerator': 55.63, 'coffee machine': 91.99, 'microwave': 75.71, 'sink': 137.76}",[],cabinet door
3626,12,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[741, 461], [669, 501], [668, 674], [738, 610]]",cabinet door,0.401,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",below,2.918,213.0,73.0,"{""above"": 3629, ""below"": null, ""left"": 3621, ""right"": null, ""top_left"": null, ""top_right"": 3632, ""bottom_left"": 3618, ""bottom_right"": null}","{""above"": ""microwave"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""refrigerator"", ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1577, 'coffee machine': 0.1704, 'microwave': 0.17, 'sink': 0.33}","{'refrigerator': 291.39, 'coffee machine': 246.38, 'microwave': 262.12, 'sink': 196.01}",[],cabinet door
3627,13,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[0, 576], [15, 765], [236, 764], [223, 636]]",cabinet door,0.329,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",below,0.801,189.0,236.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 3623, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""sink"", ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.5696, 'coffee machine': 0.4641, 'microwave': 0.5086, 'sink': 0.2343}","{'refrigerator': 334.69, 'coffee machine': 326.99, 'microwave': 328.59, 'sink': 306.76}",[],cabinet door
3628,14,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[797, 392], [746, 417], [745, 452], [797, 426]]",drawer,0.395,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",below,1.154,60.0,52.0,"{""above"": null, ""below"": 3631, ""left"": 3629, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""refrigerator"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.0379, 'coffee machine': 0.1296, 'microwave': 0.0962, 'sink': 0.3702}","{'refrigerator': 277.51, 'coffee machine': 201.25, 'microwave': 217.96, 'sink': 177.19}",[],drawer
3629,15,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[744, 418], [672, 449], [669, 492], [739, 457]]",drawer,0.392,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",below,0.987,74.0,75.0,"{""above"": null, ""below"": 3626, ""left"": null, ""right"": 3628, ""top_left"": null, ""top_right"": null, ""bottom_left"": 3621, ""bottom_right"": 3632}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""refrigerator"", ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.0841, 'coffee machine': 0.1004, 'microwave': 0.088, 'sink': 0.3188}","{'refrigerator': 311.69, 'coffee machine': 225.95, 'microwave': 253.58, 'sink': 181.26}",[],drawer
3630,16,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[797, 431], [743, 461], [741, 605], [792, 561]]",cabinet door,0.368,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",below,3.107,174.0,56.0,"{""above"": 3628, ""below"": null, ""left"": null, ""right"": null, ""top_left"": 3629, ""top_right"": 3631, ""bottom_left"": 3632, ""bottom_right"": null}","{""above"": ""refrigerator"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1103, 'coffee machine': 0.1682, 'microwave': 0.1508, 'sink': 0.3714}","{'refrigerator': 273.8, 'coffee machine': 225.24, 'microwave': 240.82, 'sink': 188.41}",[],cabinet door
3631,17,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[797, 431], [775, 445], [777, 575], [793, 558]]",cabinet door,0.312,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",below,6.545,144.0,22.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": 3628, ""top_right"": null, ""bottom_left"": 3630, ""bottom_right"": null}","{""above"": ""refrigerator"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1007, 'coffee machine': 0.1717, 'microwave': 0.1499, 'sink': 0.3835}","{'refrigerator': 266.49, 'coffee machine': 219.79, 'microwave': 234.53, 'sink': 186.7}",[],cabinet door
3632,18,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[770, 445], [743, 461], [742, 605], [773, 578]]",cabinet door,0.307,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",below,5.161,160.0,31.0,"{""above"": 3628, ""below"": null, ""left"": null, ""right"": null, ""top_left"": 3629, ""top_right"": 3630, ""bottom_left"": 3626, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""refrigerator"", ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1172, 'coffee machine': 0.1667, 'microwave': 0.1521, 'sink': 0.3636}","{'refrigerator': 277.89, 'coffee machine': 228.85, 'microwave': 244.83, 'sink': 189.55}",[],cabinet door
3633,19,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[527, 3], [524, 263], [572, 262], [581, 21]]",cabinet door,0.307,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",above,4.561,260.0,57.0,"{""above"": null, ""below"": null, ""left"": 3619, ""right"": 3625, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""coffee machine""}","{'refrigerator': 0.2558, 'coffee machine': 0.1826, 'microwave': 0.1894, 'sink': 0.3112}","{'refrigerator': 46.21, 'coffee machine': 73.7, 'microwave': 59.46, 'sink': 129.42}",[],cabinet door
3634,20,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[457, 0], [453, 267], [517, 265], [524, 4]]",cabinet door,0.307,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",above,3.761,267.0,71.0,"{""above"": null, ""below"": null, ""left"": 3616, ""right"": 3619, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""coffee machine""}","{'refrigerator': 0.2938, 'coffee machine': 0.2043, 'microwave': 0.2205, 'sink': 0.2846}","{'refrigerator': 39.58, 'coffee machine': 60.48, 'microwave': 48.67, 'sink': 121.39}",[],cabinet door
3635,21,images/kitchen/21_segmented_sun_acwjdupvyjsugpay.jpg,"[[429, 641], [249, 734], [250, 765], [434, 765]]",cabinet door,0.357,"[[0, 380], [1024, 380], [1024, 768], [0, 768]]",below,0.67,124.0,185.0,"{""above"": 3623, ""below"": null, ""left"": 3627, ""right"": 3620, ""top_left"": null, ""top_right"": 3622, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.4388, 'coffee machine': 0.3573, 'microwave': 0.3952, 'sink': 0.2222}","{'refrigerator': 321.1, 'coffee machine': 307.13, 'microwave': 311.27, 'sink': 261.41}",[],cabinet door
3636,1,images/kitchen/32_segmented_sun_avqcyohdwvuxdfji.jpg,"[[205, 25], [204, 65], [224, 65], [225, 26]]",cabinet door,0.409,"[[0, 132], [256, 132], [256, 256], [0, 256]]",above,1.905,40.0,21.0,"{""above"": null, ""below"": 3667, ""left"": null, ""right"": 3640, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2726, 'microwave': 0.5185, 'oven': 0.6346}","{'refrigerator': 85.64, 'microwave': 167.15, 'oven': 126.54}",[],cabinet door
3637,2,images/kitchen/32_segmented_sun_avqcyohdwvuxdfji.jpg,"[[53, 147], [34, 153], [34, 169], [53, 162]]",drawer,0.417,"[[0, 132], [256, 132], [256, 256], [0, 256]]",below,1.158,22.0,19.0,"{""above"": null, ""below"": 3653, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.4946, 'microwave': 0.1982, 'oven': 0.2205}","{'refrigerator': 355.49, 'microwave': 260.37, 'oven': 64.62}",[],drawer
3638,3,images/kitchen/32_segmented_sun_avqcyohdwvuxdfji.jpg,"[[248, 28], [248, 56], [255, 57], [255, 28]]",cabinet door,0.39,"[[0, 132], [256, 132], [256, 256], [0, 256]]",above,4.143,29.0,7.0,"{""above"": null, ""below"": null, ""left"": 3640, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2917, 'microwave': 0.6201, 'oven': 0.7064}","{'refrigerator': 106.22, 'microwave': 168.5, 'oven': 132.81}",[],cabinet door
3639,4,images/kitchen/32_segmented_sun_avqcyohdwvuxdfji.jpg,"[[17, 0], [16, 62], [46, 62], [46, 4]]",cabinet door,0.392,"[[0, 132], [256, 132], [256, 256], [0, 256]]",above,2.067,62.0,30.0,"{""above"": null, ""below"": null, ""left"": 3660, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 3666}","{""above"": null, ""below"": ""microwave"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.6105, 'microwave': 0.1519, 'oven': 0.5614}","{'refrigerator': 30.35, 'microwave': 89.74, 'oven': 76.78}",[],cabinet door
3640,5,images/kitchen/32_segmented_sun_avqcyohdwvuxdfji.jpg,"[[227, 26], [226, 65], [245, 65], [246, 27]]",cabinet door,0.401,"[[0, 132], [256, 132], [256, 256], [0, 256]]",above,1.95,39.0,20.0,"{""above"": null, ""below"": 3645, ""left"": 3636, ""right"": 3638, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2732, 'microwave': 0.5762, 'oven': 0.6706}","{'refrigerator': 98.14, 'microwave': 168.6, 'oven': 130.69}",[],cabinet door
